name,type,tier,address,county,phone,email,contactPerson,servicesOffered,paymentTermDays,contractStatus,contractStartDate,contractEndDate,contractNotes,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,legalName,registrationNumber,licenceNumber,facilityLevel,smartProviderId,slade360ProviderId
Family Luwero Imaging Centre,LABORATORY,PANEL,"Luwero Lake View, Luwero, Uganda",Luwero,+25676471520,billing.2081@family.luwero.imaging.centre.test.ug,Provider Relations 2081,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.843832,32.499426,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Family Luwero Imaging Centre Limited,UG-REG-TEST-002081,UMDPC-TEST-002081,Diagnostic,SMART-UG-02081,SLADE-UG-02081
Bridge Kapchorwa Diagnostic Laboratory,LABORATORY,PANEL,"Kapchorwa University Ward, Kapchorwa, Uganda",Kapchorwa,+25676479439,billing.2082@bridge.kapchorwa.diagnostic.laboratory.test.ug,Provider Relations 2082,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.433437,34.465654,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Bridge Kapchorwa Diagnostic Laboratory Limited,UG-REG-TEST-002082,UMDPC-TEST-002082,Diagnostic,SMART-UG-02082,SLADE-UG-02082
Metro Kanungu Imaging Centre,LABORATORY,PANEL,"Kanungu Hill View, Kanungu, Uganda",Kanungu,+25676487358,billing.2083@metro.kanungu.imaging.centre.test.ug,Provider Relations 2083,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.974736,29.769787,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Metro Kanungu Imaging Centre Limited,UG-REG-TEST-002083,UMDPC-TEST-002083,Diagnostic,SMART-UG-02083,SLADE-UG-02083
Unity Bundibugyo Diagnostic Laboratory,LABORATORY,PANEL,"Bundibugyo West, Bundibugyo, Uganda",Bundibugyo,+25676495277,billing.2084@unity.bundibugyo.diagnostic.laboratory.test.ug,Provider Relations 2084,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.674626,30.02869,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Unity Bundibugyo Diagnostic Laboratory Limited,UG-REG-TEST-002084,UMDPC-TEST-002084,Diagnostic,SMART-UG-02084,SLADE-UG-02084
Wellness Kampala Imaging Centre,LABORATORY,PANEL,"Kampala Hill View, Kampala, Uganda",Kampala,+25676503196,billing.2085@wellness.kampala.imaging.centre.test.ug,Provider Relations 2085,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.339951,32.570997,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Kampala Imaging Centre Limited,UG-REG-TEST-002085,UMDPC-TEST-002085,Diagnostic,SMART-UG-02085,SLADE-UG-02085
Reliable Oyam Diagnostic Laboratory,LABORATORY,PANEL,"Oyam North, Oyam, Uganda",Oyam,+25676511115,billing.2086@reliable.oyam.diagnostic.laboratory.test.ug,Provider Relations 2086,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.268995,32.413855,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Reliable Oyam Diagnostic Laboratory Limited,UG-REG-TEST-002086,UMDPC-TEST-002086,Diagnostic,SMART-UG-02086,SLADE-UG-02086
Bridge Luwero Imaging Centre,LABORATORY,PANEL,"Luwero Market Ward, Luwero, Uganda",Luwero,+25676519034,billing.2087@bridge.luwero.imaging.centre.test.ug,Provider Relations 2087,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.815746,32.439644,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Bridge Luwero Imaging Centre Limited,UG-REG-TEST-002087,UMDPC-TEST-002087,Diagnostic,SMART-UG-02087,SLADE-UG-02087
St. Luke's Wakiso Diagnostic Laboratory 76,LABORATORY,PANEL,"Wakiso Municipal, Wakiso, Uganda",Wakiso,+25676526953,billing.2088@st.luke.s.wakiso.diagnostic.laboratory.76.test.ug,Provider Relations 2088,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.387141,32.489651,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Luke's Wakiso Diagnostic Laboratory 76 Limited,UG-REG-TEST-002088,UMDPC-TEST-002088,Diagnostic,SMART-UG-02088,SLADE-UG-02088
Metro Kamuli Imaging Centre,LABORATORY,PANEL,"Kamuli Central, Kamuli, Uganda",Kamuli,+25676534872,billing.2089@metro.kamuli.imaging.centre.test.ug,Provider Relations 2089,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.921185,33.089598,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Metro Kamuli Imaging Centre Limited,UG-REG-TEST-002089,UMDPC-TEST-002089,Diagnostic,SMART-UG-02089,SLADE-UG-02089
Bridge Kitgum Imaging Centre,LABORATORY,PARTNER,"Kitgum South, Kitgum, Uganda",Kitgum,+25676542791,billing.2090@bridge.kitgum.imaging.centre.test.ug,Provider Relations 2090,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.284661,32.880121,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Bridge Kitgum Imaging Centre Limited,UG-REG-TEST-002090,UMDPC-TEST-002090,Diagnostic,SMART-UG-02090,SLADE-UG-02090
Pearl Busia Imaging Centre,LABORATORY,PARTNER,"Busia University Ward, Busia, Uganda",Busia,+25676550710,billing.2091@pearl.busia.imaging.centre.test.ug,Provider Relations 2091,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.481909,34.129886,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Pearl Busia Imaging Centre Limited,UG-REG-TEST-002091,UMDPC-TEST-002091,Diagnostic,SMART-UG-02091,SLADE-UG-02091
Metro Kitgum Diagnostic Laboratory,LABORATORY,PANEL,"Kitgum West, Kitgum, Uganda",Kitgum,+25676558629,billing.2092@metro.kitgum.diagnostic.laboratory.test.ug,Provider Relations 2092,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.314279,32.880445,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Metro Kitgum Diagnostic Laboratory Limited,UG-REG-TEST-002092,UMDPC-TEST-002092,Diagnostic,SMART-UG-02092,SLADE-UG-02092
Care Bundibugyo Diagnostic Laboratory,LABORATORY,PANEL,"Bundibugyo West, Bundibugyo, Uganda",Bundibugyo,+25676566548,billing.2093@care.bundibugyo.diagnostic.laboratory.test.ug,Provider Relations 2093,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.751362,30.078719,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Care Bundibugyo Diagnostic Laboratory Limited,UG-REG-TEST-002093,UMDPC-TEST-002093,Diagnostic,SMART-UG-02093,SLADE-UG-02093
Sunrise Soroti Imaging Centre,LABORATORY,PARTNER,"Soroti Market Ward, Soroti, Uganda",Soroti,+25676574467,billing.2094@sunrise.soroti.imaging.centre.test.ug,Provider Relations 2094,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.68351,33.60236,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Sunrise Soroti Imaging Centre Limited,UG-REG-TEST-002094,UMDPC-TEST-002094,Diagnostic,SMART-UG-02094,SLADE-UG-02094
Frontier Oyam Diagnostic Laboratory,LABORATORY,PANEL,"Oyam Industrial Area, Oyam, Uganda",Oyam,+25676582386,billing.2095@frontier.oyam.diagnostic.laboratory.test.ug,Provider Relations 2095,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.272355,32.413211,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Frontier Oyam Diagnostic Laboratory Limited,UG-REG-TEST-002095,UMDPC-TEST-002095,Diagnostic,SMART-UG-02095,SLADE-UG-02095
St. Mary's Budaka Diagnostic Laboratory,LABORATORY,PANEL,"Budaka Market Ward, Budaka, Uganda",Budaka,+25676590305,billing.2096@st.mary.s.budaka.diagnostic.laboratory.test.ug,Provider Relations 2096,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.051568,33.972471,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Mary's Budaka Diagnostic Laboratory Limited,UG-REG-TEST-002096,UMDPC-TEST-002096,Diagnostic,SMART-UG-02096,SLADE-UG-02096
Hope Adjumani Imaging Centre,LABORATORY,PANEL,"Adjumani Town Council, Adjumani, Uganda",Adjumani,+25676598224,billing.2097@hope.adjumani.imaging.centre.test.ug,Provider Relations 2097,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.370177,31.817156,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Hope Adjumani Imaging Centre Limited,UG-REG-TEST-002097,UMDPC-TEST-002097,Diagnostic,SMART-UG-02097,SLADE-UG-02097
Wellness Iganga Diagnostic Laboratory,LABORATORY,PARTNER,"Iganga Lake View, Iganga, Uganda",Iganga,+25676606143,billing.2098@wellness.iganga.diagnostic.laboratory.test.ug,Provider Relations 2098,Laboratory|Pathology|Sample Collection,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.640785,33.454047,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Iganga Diagnostic Laboratory Limited,UG-REG-TEST-002098,UMDPC-TEST-002098,Diagnostic,SMART-UG-02098,SLADE-UG-02098
Community Kampala Diagnostic Laboratory,LABORATORY,PARTNER,"Kampala West, Kampala, Uganda",Kampala,+25676614062,billing.2099@community.kampala.diagnostic.laboratory.test.ug,Provider Relations 2099,Laboratory|Pathology|Sample Collection,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.356233,32.585972,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Community Kampala Diagnostic Laboratory Limited,UG-REG-TEST-002099,UMDPC-TEST-002099,Diagnostic,SMART-UG-02099,SLADE-UG-02099
Community Kamwenge Diagnostic Laboratory,LABORATORY,PANEL,"Kamwenge University Ward, Kamwenge, Uganda",Kamwenge,+25676621981,billing.2100@community.kamwenge.diagnostic.laboratory.test.ug,Provider Relations 2100,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.172649,30.484362,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Community Kamwenge Diagnostic Laboratory Limited,UG-REG-TEST-002100,UMDPC-TEST-002100,Diagnostic,SMART-UG-02100,SLADE-UG-02100
Nile Sironko Imaging Centre,LABORATORY,PANEL,"Sironko Central, Sironko, Uganda",Sironko,+25676629900,billing.2101@nile.sironko.imaging.centre.test.ug,Provider Relations 2101,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.261572,34.223158,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Nile Sironko Imaging Centre Limited,UG-REG-TEST-002101,UMDPC-TEST-002101,Diagnostic,SMART-UG-02101,SLADE-UG-02101
Bridge Wakiso Imaging Centre,LABORATORY,PARTNER,"Wakiso East, Wakiso, Uganda",Wakiso,+25676637819,billing.2102@bridge.wakiso.imaging.centre.test.ug,Provider Relations 2102,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.384137,32.487702,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Bridge Wakiso Imaging Centre Limited,UG-REG-TEST-002102,UMDPC-TEST-002102,Diagnostic,SMART-UG-02102,SLADE-UG-02102
Wellness Wakiso Diagnostic Laboratory,LABORATORY,PANEL,"Wakiso Mission Ward, Wakiso, Uganda",Wakiso,+25676645738,billing.2103@wellness.wakiso.diagnostic.laboratory.test.ug,Provider Relations 2103,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.405446,32.467228,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Wellness Wakiso Diagnostic Laboratory Limited,UG-REG-TEST-002103,UMDPC-TEST-002103,Diagnostic,SMART-UG-02103,SLADE-UG-02103
Family Jinja Diagnostic Laboratory,LABORATORY,PARTNER,"Jinja South, Jinja, Uganda",Jinja,+25676653657,billing.2104@family.jinja.diagnostic.laboratory.test.ug,Provider Relations 2104,Laboratory|Pathology|Sample Collection,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.453559,33.16827,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Family Jinja Diagnostic Laboratory Limited,UG-REG-TEST-002104,UMDPC-TEST-002104,Diagnostic,SMART-UG-02104,SLADE-UG-02104
Prime Soroti Imaging Centre,LABORATORY,PARTNER,"Soroti Market Ward, Soroti, Uganda",Soroti,+25676661576,billing.2105@prime.soroti.imaging.centre.test.ug,Provider Relations 2105,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.746892,33.640952,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Prime Soroti Imaging Centre Limited,UG-REG-TEST-002105,UMDPC-TEST-002105,Diagnostic,SMART-UG-02105,SLADE-UG-02105
Prime Kumi Imaging Centre,LABORATORY,PANEL,"Kumi Hill View, Kumi, Uganda",Kumi,+25676669495,billing.2106@prime.kumi.imaging.centre.test.ug,Provider Relations 2106,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.435409,33.962426,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Prime Kumi Imaging Centre Limited,UG-REG-TEST-002106,UMDPC-TEST-002106,Diagnostic,SMART-UG-02106,SLADE-UG-02106
Trust Rakai Diagnostic Laboratory,LABORATORY,PANEL,"Rakai Market Ward, Rakai, Uganda",Rakai,+25676677414,billing.2107@trust.rakai.diagnostic.laboratory.test.ug,Provider Relations 2107,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.736774,31.510257,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Trust Rakai Diagnostic Laboratory Limited,UG-REG-TEST-002107,UMDPC-TEST-002107,Diagnostic,SMART-UG-02107,SLADE-UG-02107
Care Bugiri Diagnostic Laboratory,LABORATORY,PANEL,"Bugiri North, Bugiri, Uganda",Bugiri,+25676685333,billing.2108@care.bugiri.diagnostic.laboratory.test.ug,Provider Relations 2108,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.54507,33.727234,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Care Bugiri Diagnostic Laboratory Limited,UG-REG-TEST-002108,UMDPC-TEST-002108,Diagnostic,SMART-UG-02108,SLADE-UG-02108
Nile Moroto Imaging Centre,LABORATORY,PARTNER,"Moroto South, Moroto, Uganda",Moroto,+25676693252,billing.2109@nile.moroto.imaging.centre.test.ug,Provider Relations 2109,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.574224,34.679011,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Nile Moroto Imaging Centre Limited,UG-REG-TEST-002109,UMDPC-TEST-002109,Diagnostic,SMART-UG-02109,SLADE-UG-02109
St. Mary's Mubende Imaging Centre,LABORATORY,PARTNER,"Mubende West, Mubende, Uganda",Mubende,+25676701171,billing.2110@st.mary.s.mubende.imaging.centre.test.ug,Provider Relations 2110,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.549005,31.354312,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Mary's Mubende Imaging Centre Limited,UG-REG-TEST-002110,UMDPC-TEST-002110,Diagnostic,SMART-UG-02110,SLADE-UG-02110
Prime Tororo Diagnostic Laboratory,LABORATORY,PANEL,"Tororo North, Tororo, Uganda",Tororo,+25676709090,billing.2111@prime.tororo.diagnostic.laboratory.test.ug,Provider Relations 2111,Laboratory|Pathology|Sample Collection,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.647906,34.137875,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Prime Tororo Diagnostic Laboratory Limited,UG-REG-TEST-002111,UMDPC-TEST-002111,Diagnostic,SMART-UG-02111,SLADE-UG-02111
Care Lira Imaging Centre,LABORATORY,PARTNER,"Lira North, Lira, Uganda",Lira,+25676717009,billing.2112@care.lira.imaging.centre.test.ug,Provider Relations 2112,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.208461,32.870507,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Care Lira Imaging Centre Limited,UG-REG-TEST-002112,UMDPC-TEST-002112,Diagnostic,SMART-UG-02112,SLADE-UG-02112
Community Gulu Imaging Centre,LABORATORY,PANEL,"Gulu Market Ward, Gulu, Uganda",Gulu,+25676724928,billing.2113@community.gulu.imaging.centre.test.ug,Provider Relations 2113,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.796867,32.254798,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Community Gulu Imaging Centre Limited,UG-REG-TEST-002113,UMDPC-TEST-002113,Diagnostic,SMART-UG-02113,SLADE-UG-02113
St. Luke's Mukono Imaging Centre,LABORATORY,PANEL,"Mukono Lake View, Mukono, Uganda",Mukono,+25676732847,billing.2114@st.luke.s.mukono.imaging.centre.test.ug,Provider Relations 2114,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.366041,32.799807,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Luke's Mukono Imaging Centre Limited,UG-REG-TEST-002114,UMDPC-TEST-002114,Diagnostic,SMART-UG-02114,SLADE-UG-02114
Nile Mpigi Imaging Centre,LABORATORY,PANEL,"Mpigi North, Mpigi, Uganda",Mpigi,+25676740766,billing.2115@nile.mpigi.imaging.centre.test.ug,Provider Relations 2115,Imaging|X-ray|Ultrasound|CT/MRI,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.231887,32.352819,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Nile Mpigi Imaging Centre Limited,UG-REG-TEST-002115,UMDPC-TEST-002115,Diagnostic,SMART-UG-02115,SLADE-UG-02115
Unity Mbarara Imaging Centre,LABORATORY,PARTNER,"Mbarara South, Mbarara, Uganda",Mbarara,+25676748685,billing.2116@unity.mbarara.imaging.centre.test.ug,Provider Relations 2116,Imaging|X-ray|Ultrasound|CT/MRI,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.58104,30.643871,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Unity Mbarara Imaging Centre Limited,UG-REG-TEST-002116,UMDPC-TEST-002116,Diagnostic,SMART-UG-02116,SLADE-UG-02116
